,filepaths,labels,data set
38349,train\WHITE THROATED BEE EATER\062.jpg,WHITE THROATED BEE EATER,train
38350,train\WHITE THROATED BEE EATER\063.jpg,WHITE THROATED BEE EATER,train
38351,train\WHITE THROATED BEE EATER\064.jpg,WHITE THROATED BEE EATER,train
38352,train\WHITE THROATED BEE EATER\065.jpg,WHITE THROATED BEE EATER,train
38353,train\WHITE THROATED BEE EATER\066.jpg,WHITE THROATED BEE EATER,train
38354,train\WHITE THROATED BEE EATER\067.jpg,WHITE THROATED BEE EATER,train
38355,train\WHITE THROATED BEE EATER\068.jpg,WHITE THROATED BEE EATER,train
38356,train\WHITE THROATED BEE EATER\069.jpg,WHITE THROATED BEE EATER,train
38357,train\WHITE THROATED BEE EATER\070.jpg,WHITE THROATED BEE EATER,train
38358,train\WHITE THROATED BEE EATER\071.jpg,WHITE THROATED BEE EATER,train
38359,train\WHITE THROATED BEE EATER\072.jpg,WHITE THROATED BEE EATER,train
38360,train\WHITE THROATED BEE EATER\073.jpg,WHITE THROATED BEE EATER,train
38361,train\WHITE THROATED BEE EATER\074.jpg,WHITE THROATED BEE EATER,train
38362,train\WHITE THROATED BEE EATER\075.jpg,WHITE THROATED BEE EATER,train
38363,train\WHITE THROATED BEE EATER\076.jpg,WHITE THROATED BEE EATER,train
38364,train\WHITE THROATED BEE EATER\077.jpg,WHITE THROATED BEE EATER,train
38365,train\WHITE THROATED BEE EATER\078.jpg,WHITE THROATED BEE EATER,train
38366,train\WHITE THROATED BEE EATER\079.jpg,WHITE THROATED BEE EATER,train
38367,train\WHITE THROATED BEE EATER\080.jpg,WHITE THROATED BEE EATER,train
38368,train\WHITE THROATED BEE EATER\081.jpg,WHITE THROATED BEE EATER,train
38369,train\WHITE THROATED BEE EATER\082.jpg,WHITE THROATED BEE EATER,train
38370,train\WHITE THROATED BEE EATER\083.jpg,WHITE THROATED BEE EATER,train
38371,train\WHITE THROATED BEE EATER\084.jpg,WHITE THROATED BEE EATER,train
38372,train\WHITE THROATED BEE EATER\085.jpg,WHITE THROATED BEE EATER,train
38373,train\WHITE THROATED BEE EATER\086.jpg,WHITE THROATED BEE EATER,train
38374,train\WHITE THROATED BEE EATER\087.jpg,WHITE THROATED BEE EATER,train
38375,train\WHITE THROATED BEE EATER\088.jpg,WHITE THROATED BEE EATER,train
38376,train\WHITE THROATED BEE EATER\089.jpg,WHITE THROATED BEE EATER,train
38377,train\WHITE THROATED BEE EATER\090.jpg,WHITE THROATED BEE EATER,train
38378,train\WHITE THROATED BEE EATER\091.jpg,WHITE THROATED BEE EATER,train
38379,train\WHITE THROATED BEE EATER\092.jpg,WHITE THROATED BEE EATER,train
38380,train\WHITE THROATED BEE EATER\093.jpg,WHITE THROATED BEE EATER,train
38381,train\WHITE THROATED BEE EATER\094.jpg,WHITE THROATED BEE EATER,train
38382,train\WHITE THROATED BEE EATER\095.jpg,WHITE THROATED BEE EATER,train
38383,train\WHITE THROATED BEE EATER\096.jpg,WHITE THROATED BEE EATER,train
38384,train\WHITE THROATED BEE EATER\097.jpg,WHITE THROATED BEE EATER,train
38385,train\WHITE THROATED BEE EATER\098.jpg,WHITE THROATED BEE EATER,train
38386,train\WHITE THROATED BEE EATER\099.jpg,WHITE THROATED BEE EATER,train
38387,train\WHITE THROATED BEE EATER\100.jpg,WHITE THROATED BEE EATER,train
38388,train\WHITE THROATED BEE EATER\101.jpg,WHITE THROATED BEE EATER,train
38389,train\WHITE THROATED BEE EATER\102.jpg,WHITE THROATED BEE EATER,train
38390,train\WHITE THROATED BEE EATER\103.jpg,WHITE THROATED BEE EATER,train
38391,train\WHITE THROATED BEE EATER\104.jpg,WHITE THROATED BEE EATER,train
38392,train\WHITE THROATED BEE EATER\105.jpg,WHITE THROATED BEE EATER,train
38393,train\WHITE THROATED BEE EATER\106.jpg,WHITE THROATED BEE EATER,train
38394,train\WHITE THROATED BEE EATER\107.jpg,WHITE THROATED BEE EATER,train
38395,train\WHITE THROATED BEE EATER\108.jpg,WHITE THROATED BEE EATER,train
38396,train\WHITE THROATED BEE EATER\109.jpg,WHITE THROATED BEE EATER,train
38397,train\WHITE THROATED BEE EATER\110.jpg,WHITE THROATED BEE EATER,train
38398,train\WHITE THROATED BEE EATER\111.jpg,WHITE THROATED BEE EATER,train
38399,train\WHITE THROATED BEE EATER\112.jpg,WHITE THROATED BEE EATER,train
38400,train\WHITE THROATED BEE EATER\113.jpg,WHITE THROATED BEE EATER,train
38401,train\WHITE THROATED BEE EATER\114.jpg,WHITE THROATED BEE EATER,train
38402,train\WHITE THROATED BEE EATER\115.jpg,WHITE THROATED BEE EATER,train
38403,train\WHITE THROATED BEE EATER\116.jpg,WHITE THROATED BEE EATER,train
38404,train\WHITE THROATED BEE EATER\117.jpg,WHITE THROATED BEE EATER,train
38405,train\WHITE THROATED BEE EATER\118.jpg,WHITE THROATED BEE EATER,train
38406,train\WHITE THROATED BEE EATER\119.jpg,WHITE THROATED BEE EATER,train
38407,train\WHITE THROATED BEE EATER\120.jpg,WHITE THROATED BEE EATER,train
38408,train\WHITE THROATED BEE EATER\121.jpg,WHITE THROATED BEE EATER,train
38409,train\WHITE THROATED BEE EATER\122.jpg,WHITE THROATED BEE EATER,train
38410,train\WHITE THROATED BEE EATER\123.jpg,WHITE THROATED BEE EATER,train
38411,train\WHITE THROATED BEE EATER\124.jpg,WHITE THROATED BEE EATER,train
38412,train\WHITE THROATED BEE EATER\125.jpg,WHITE THROATED BEE EATER,train
38413,train\WHITE THROATED BEE EATER\126.jpg,WHITE THROATED BEE EATER,train
38414,train\WHITE THROATED BEE EATER\127.jpg,WHITE THROATED BEE EATER,train
38415,train\WHITE THROATED BEE EATER\128.jpg,WHITE THROATED BEE EATER,train
38416,train\WHITE THROATED BEE EATER\129.jpg,WHITE THROATED BEE EATER,train
38417,train\WHITE THROATED BEE EATER\130.jpg,WHITE THROATED BEE EATER,train
38418,train\WHITE THROATED BEE EATER\131.jpg,WHITE THROATED BEE EATER,train
38419,train\WHITE THROATED BEE EATER\132.jpg,WHITE THROATED BEE EATER,train
38420,train\WHITE THROATED BEE EATER\133.jpg,WHITE THROATED BEE EATER,train
38421,train\WHITE THROATED BEE EATER\134.jpg,WHITE THROATED BEE EATER,train
38422,train\WHITE THROATED BEE EATER\135.jpg,WHITE THROATED BEE EATER,train
38423,train\WHITE THROATED BEE EATER\136.jpg,WHITE THROATED BEE EATER,train
38424,train\WHITE THROATED BEE EATER\137.jpg,WHITE THROATED BEE EATER,train
38425,train\WHITE THROATED BEE EATER\138.jpg,WHITE THROATED BEE EATER,train
38426,train\WHITE THROATED BEE EATER\139.jpg,WHITE THROATED BEE EATER,train
38427,train\WHITE THROATED BEE EATER\140.jpg,WHITE THROATED BEE EATER,train
38428,train\WHITE THROATED BEE EATER\141.jpg,WHITE THROATED BEE EATER,train
38429,train\WHITE THROATED BEE EATER\142.jpg,WHITE THROATED BEE EATER,train
38430,train\WHITE THROATED BEE EATER\143.jpg,WHITE THROATED BEE EATER,train
38431,train\WHITE THROATED BEE EATER\144.jpg,WHITE THROATED BEE EATER,train
38432,train\WHITE THROATED BEE EATER\145.jpg,WHITE THROATED BEE EATER,train
38433,train\WHITE THROATED BEE EATER\146.jpg,WHITE THROATED BEE EATER,train
38434,train\WHITE THROATED BEE EATER\147.jpg,WHITE THROATED BEE EATER,train
38435,train\WHITE THROATED BEE EATER\148.jpg,WHITE THROATED BEE EATER,train
38436,train\WHITE THROATED BEE EATER\149.jpg,WHITE THROATED BEE EATER,train
38437,train\WILD TURKEY\001.jpg,WILD TURKEY,train
38438,train\WILD TURKEY\002.jpg,WILD TURKEY,train
38439,train\WILD TURKEY\003.jpg,WILD TURKEY,train
38440,train\WILD TURKEY\004.jpg,WILD TURKEY,train
38441,train\WILD TURKEY\005.jpg,WILD TURKEY,train
38442,train\WILD TURKEY\006.jpg,WILD TURKEY,train
38443,train\WILD TURKEY\007.jpg,WILD TURKEY,train
38444,train\WILD TURKEY\008.jpg,WILD TURKEY,train
38445,train\WILD TURKEY\009.jpg,WILD TURKEY,train
38446,train\WILD TURKEY\010.jpg,WILD TURKEY,train
38447,train\WILD TURKEY\011.jpg,WILD TURKEY,train
38448,train\WILD TURKEY\012.jpg,WILD TURKEY,train
38449,train\WILD TURKEY\013.jpg,WILD TURKEY,train
38450,train\WILD TURKEY\014.jpg,WILD TURKEY,train
38451,train\WILD TURKEY\015.jpg,WILD TURKEY,train
38452,train\WILD TURKEY\016.jpg,WILD TURKEY,train
38453,train\WILD TURKEY\017.jpg,WILD TURKEY,train
38454,train\WILD TURKEY\018.jpg,WILD TURKEY,train
38455,train\WILD TURKEY\019.jpg,WILD TURKEY,train
38456,train\WILD TURKEY\020.jpg,WILD TURKEY,train
38457,train\WILD TURKEY\021.jpg,WILD TURKEY,train
38458,train\WILD TURKEY\022.jpg,WILD TURKEY,train
38459,train\WILD TURKEY\023.jpg,WILD TURKEY,train
38460,train\WILD TURKEY\024.jpg,WILD TURKEY,train
38461,train\WILD TURKEY\025.jpg,WILD TURKEY,train
38462,train\WILD TURKEY\026.jpg,WILD TURKEY,train
38463,train\WILD TURKEY\027.jpg,WILD TURKEY,train
38464,train\WILD TURKEY\028.jpg,WILD TURKEY,train
38465,train\WILD TURKEY\029.jpg,WILD TURKEY,train
38466,train\WILD TURKEY\030.jpg,WILD TURKEY,train
38467,train\WILD TURKEY\031.jpg,WILD TURKEY,train
38468,train\WILD TURKEY\032.jpg,WILD TURKEY,train
38469,train\WILD TURKEY\033.jpg,WILD TURKEY,train
38470,train\WILD TURKEY\034.jpg,WILD TURKEY,train
38471,train\WILD TURKEY\035.jpg,WILD TURKEY,train
38472,train\WILD TURKEY\036.jpg,WILD TURKEY,train
38473,train\WILD TURKEY\037.jpg,WILD TURKEY,train
38474,train\WILD TURKEY\038.jpg,WILD TURKEY,train
38475,train\WILD TURKEY\039.jpg,WILD TURKEY,train
38476,train\WILD TURKEY\040.jpg,WILD TURKEY,train
38477,train\WILD TURKEY\041.jpg,WILD TURKEY,train
38478,train\WILD TURKEY\042.jpg,WILD TURKEY,train
38479,train\WILD TURKEY\043.jpg,WILD TURKEY,train
38480,train\WILD TURKEY\044.jpg,WILD TURKEY,train
38481,train\WILD TURKEY\045.jpg,WILD TURKEY,train
38482,train\WILD TURKEY\046.jpg,WILD TURKEY,train
38483,train\WILD TURKEY\047.jpg,WILD TURKEY,train
38484,train\WILD TURKEY\048.jpg,WILD TURKEY,train
38485,train\WILD TURKEY\049.jpg,WILD TURKEY,train
38486,train\WILD TURKEY\050.jpg,WILD TURKEY,train
38487,train\WILD TURKEY\051.jpg,WILD TURKEY,train
38488,train\WILD TURKEY\052.jpg,WILD TURKEY,train
38489,train\WILD TURKEY\053.jpg,WILD TURKEY,train
38490,train\WILD TURKEY\054.jpg,WILD TURKEY,train
38491,train\WILD TURKEY\055.jpg,WILD TURKEY,train
38492,train\WILD TURKEY\056.jpg,WILD TURKEY,train
38493,train\WILD TURKEY\057.jpg,WILD TURKEY,train
38494,train\WILD TURKEY\058.jpg,WILD TURKEY,train
38495,train\WILD TURKEY\059.jpg,WILD TURKEY,train
38496,train\WILD TURKEY\060.jpg,WILD TURKEY,train
38497,train\WILD TURKEY\061.jpg,WILD TURKEY,train
38498,train\WILD TURKEY\062.jpg,WILD TURKEY,train
38499,train\WILD TURKEY\063.jpg,WILD TURKEY,train
38500,train\WILD TURKEY\064.jpg,WILD TURKEY,train
38501,train\WILD TURKEY\065.jpg,WILD TURKEY,train
38502,train\WILD TURKEY\066.jpg,WILD TURKEY,train
38503,train\WILD TURKEY\067.jpg,WILD TURKEY,train
38504,train\WILD TURKEY\068.jpg,WILD TURKEY,train
38505,train\WILD TURKEY\069.jpg,WILD TURKEY,train
38506,train\WILD TURKEY\070.jpg,WILD TURKEY,train
38507,train\WILD TURKEY\071.jpg,WILD TURKEY,train
38508,train\WILD TURKEY\072.jpg,WILD TURKEY,train
38509,train\WILD TURKEY\073.jpg,WILD TURKEY,train
38510,train\WILD TURKEY\074.jpg,WILD TURKEY,train
38511,train\WILD TURKEY\075.jpg,WILD TURKEY,train
38512,train\WILD TURKEY\076.jpg,WILD TURKEY,train
38513,train\WILD TURKEY\077.jpg,WILD TURKEY,train
38514,train\WILD TURKEY\078.jpg,WILD TURKEY,train
38515,train\WILD TURKEY\079.jpg,WILD TURKEY,train
38516,train\WILD TURKEY\080.jpg,WILD TURKEY,train
38517,train\WILD TURKEY\081.jpg,WILD TURKEY,train
38518,train\WILD TURKEY\082.jpg,WILD TURKEY,train
38519,train\WILD TURKEY\083.jpg,WILD TURKEY,train
38520,train\WILD TURKEY\084.jpg,WILD TURKEY,train
38521,train\WILD TURKEY\085.jpg,WILD TURKEY,train
38522,train\WILD TURKEY\086.jpg,WILD TURKEY,train
38523,train\WILD TURKEY\087.jpg,WILD TURKEY,train
38524,train\WILD TURKEY\088.jpg,WILD TURKEY,train
38525,train\WILD TURKEY\089.jpg,WILD TURKEY,train
38526,train\WILD TURKEY\090.jpg,WILD TURKEY,train
38527,train\WILD TURKEY\091.jpg,WILD TURKEY,train
38528,train\WILD TURKEY\092.jpg,WILD TURKEY,train
38529,train\WILD TURKEY\093.jpg,WILD TURKEY,train
38530,train\WILD TURKEY\094.jpg,WILD TURKEY,train
38531,train\WILD TURKEY\095.jpg,WILD TURKEY,train
38532,train\WILD TURKEY\096.jpg,WILD TURKEY,train
38533,train\WILD TURKEY\097.jpg,WILD TURKEY,train
38534,train\WILD TURKEY\098.jpg,WILD TURKEY,train
38535,train\WILD TURKEY\099.jpg,WILD TURKEY,train
38536,train\WILD TURKEY\100.jpg,WILD TURKEY,train
38537,train\WILD TURKEY\101.jpg,WILD TURKEY,train
38538,train\WILD TURKEY\102.jpg,WILD TURKEY,train
38539,train\WILD TURKEY\103.jpg,WILD TURKEY,train
38540,train\WILD TURKEY\104.jpg,WILD TURKEY,train
38541,train\WILD TURKEY\105.jpg,WILD TURKEY,train
38542,train\WILD TURKEY\106.jpg,WILD TURKEY,train
38543,train\WILD TURKEY\107.jpg,WILD TURKEY,train
38544,train\WILD TURKEY\108.jpg,WILD TURKEY,train
38545,train\WILD TURKEY\109.jpg,WILD TURKEY,train
38546,train\WILD TURKEY\110.jpg,WILD TURKEY,train
38547,train\WILD TURKEY\111.jpg,WILD TURKEY,train
38548,train\WILD TURKEY\112.jpg,WILD TURKEY,train
38549,train\WILD TURKEY\113.jpg,WILD TURKEY,train
38550,train\WILD TURKEY\114.jpg,WILD TURKEY,train
38551,train\WILD TURKEY\115.jpg,WILD TURKEY,train
38552,train\WILD TURKEY\116.jpg,WILD TURKEY,train
38553,train\WILD TURKEY\117.jpg,WILD TURKEY,train
38554,train\WILD TURKEY\118.jpg,WILD TURKEY,train
38555,train\WILD TURKEY\119.jpg,WILD TURKEY,train
38556,train\WILD TURKEY\120.jpg,WILD TURKEY,train
38557,train\WILD TURKEY\121.jpg,WILD TURKEY,train
38558,train\WILD TURKEY\122.jpg,WILD TURKEY,train
38559,train\WILD TURKEY\123.jpg,WILD TURKEY,train
38560,train\WILD TURKEY\124.jpg,WILD TURKEY,train
38561,train\WILD TURKEY\125.jpg,WILD TURKEY,train
38562,train\WILD TURKEY\126.jpg,WILD TURKEY,train
38563,train\WILD TURKEY\127.jpg,WILD TURKEY,train
38564,train\WILD TURKEY\128.jpg,WILD TURKEY,train
38565,train\WILD TURKEY\129.jpg,WILD TURKEY,train
38566,train\WILD TURKEY\130.jpg,WILD TURKEY,train
38567,train\WILD TURKEY\131.jpg,WILD TURKEY,train
38568,train\WILD TURKEY\132.jpg,WILD TURKEY,train
38569,train\WILD TURKEY\133.jpg,WILD TURKEY,train
38570,train\WILD TURKEY\134.jpg,WILD TURKEY,train
38571,train\WILD TURKEY\135.jpg,WILD TURKEY,train
38572,train\WILD TURKEY\136.jpg,WILD TURKEY,train
38573,train\WILD TURKEY\137.jpg,WILD TURKEY,train
38574,train\WILD TURKEY\138.jpg,WILD TURKEY,train
38575,train\WILD TURKEY\139.jpg,WILD TURKEY,train
38576,train\WILD TURKEY\140.jpg,WILD TURKEY,train
38577,train\WILD TURKEY\141.jpg,WILD TURKEY,train
38578,train\WILD TURKEY\142.jpg,WILD TURKEY,train
38579,train\WILD TURKEY\143.jpg,WILD TURKEY,train
38580,train\WILD TURKEY\144.jpg,WILD TURKEY,train
38581,train\WILSONS BIRD OF PARADISE\001.jpg,WILSONS BIRD OF PARADISE,train
38582,train\WILSONS BIRD OF PARADISE\002.jpg,WILSONS BIRD OF PARADISE,train
38583,train\WILSONS BIRD OF PARADISE\003.jpg,WILSONS BIRD OF PARADISE,train
38584,train\WILSONS BIRD OF PARADISE\004.jpg,WILSONS BIRD OF PARADISE,train
38585,train\WILSONS BIRD OF PARADISE\005.jpg,WILSONS BIRD OF PARADISE,train
38586,train\WILSONS BIRD OF PARADISE\006.jpg,WILSONS BIRD OF PARADISE,train
38587,train\WILSONS BIRD OF PARADISE\007.jpg,WILSONS BIRD OF PARADISE,train
38588,train\WILSONS BIRD OF PARADISE\008.jpg,WILSONS BIRD OF PARADISE,train
38589,train\WILSONS BIRD OF PARADISE\009.jpg,WILSONS BIRD OF PARADISE,train
38590,train\WILSONS BIRD OF PARADISE\010.jpg,WILSONS BIRD OF PARADISE,train
38591,train\WILSONS BIRD OF PARADISE\011.jpg,WILSONS BIRD OF PARADISE,train
38592,train\WILSONS BIRD OF PARADISE\012.jpg,WILSONS BIRD OF PARADISE,train
38593,train\WILSONS BIRD OF PARADISE\013.jpg,WILSONS BIRD OF PARADISE,train
38594,train\WILSONS BIRD OF PARADISE\014.jpg,WILSONS BIRD OF PARADISE,train
38595,train\WILSONS BIRD OF PARADISE\015.jpg,WILSONS BIRD OF PARADISE,train
38596,train\WILSONS BIRD OF PARADISE\016.jpg,WILSONS BIRD OF PARADISE,train
38597,train\WILSONS BIRD OF PARADISE\017.jpg,WILSONS BIRD OF PARADISE,train
38598,train\WILSONS BIRD OF PARADISE\018.jpg,WILSONS BIRD OF PARADISE,train
38599,train\WILSONS BIRD OF PARADISE\019.jpg,WILSONS BIRD OF PARADISE,train
38600,train\WILSONS BIRD OF PARADISE\020.jpg,WILSONS BIRD OF PARADISE,train
38601,train\WILSONS BIRD OF PARADISE\021.jpg,WILSONS BIRD OF PARADISE,train
38602,train\WILSONS BIRD OF PARADISE\022.jpg,WILSONS BIRD OF PARADISE,train
38603,train\WILSONS BIRD OF PARADISE\023.jpg,WILSONS BIRD OF PARADISE,train
38604,train\WILSONS BIRD OF PARADISE\024.jpg,WILSONS BIRD OF PARADISE,train
38605,train\WILSONS BIRD OF PARADISE\025.jpg,WILSONS BIRD OF PARADISE,train
38606,train\WILSONS BIRD OF PARADISE\026.jpg,WILSONS BIRD OF PARADISE,train
38607,train\WILSONS BIRD OF PARADISE\027.jpg,WILSONS BIRD OF PARADISE,train
38608,train\WILSONS BIRD OF PARADISE\028.jpg,WILSONS BIRD OF PARADISE,train
38609,train\WILSONS BIRD OF PARADISE\029.jpg,WILSONS BIRD OF PARADISE,train
38610,train\WILSONS BIRD OF PARADISE\030.jpg,WILSONS BIRD OF PARADISE,train
38611,train\WILSONS BIRD OF PARADISE\031.jpg,WILSONS BIRD OF PARADISE,train
38612,train\WILSONS BIRD OF PARADISE\032.jpg,WILSONS BIRD OF PARADISE,train
38613,train\WILSONS BIRD OF PARADISE\034.jpg,WILSONS BIRD OF PARADISE,train
38614,train\WILSONS BIRD OF PARADISE\035.jpg,WILSONS BIRD OF PARADISE,train
38615,train\WILSONS BIRD OF PARADISE\036.jpg,WILSONS BIRD OF PARADISE,train
38616,train\WILSONS BIRD OF PARADISE\037.jpg,WILSONS BIRD OF PARADISE,train
38617,train\WILSONS BIRD OF PARADISE\038.jpg,WILSONS BIRD OF PARADISE,train
38618,train\WILSONS BIRD OF PARADISE\039.jpg,WILSONS BIRD OF PARADISE,train
38619,train\WILSONS BIRD OF PARADISE\040.jpg,WILSONS BIRD OF PARADISE,train
38620,train\WILSONS BIRD OF PARADISE\041.jpg,WILSONS BIRD OF PARADISE,train
38621,train\WILSONS BIRD OF PARADISE\042.jpg,WILSONS BIRD OF PARADISE,train
38622,train\WILSONS BIRD OF PARADISE\043.jpg,WILSONS BIRD OF PARADISE,train
38623,train\WILSONS BIRD OF PARADISE\044.jpg,WILSONS BIRD OF PARADISE,train
38624,train\WILSONS BIRD OF PARADISE\045.jpg,WILSONS BIRD OF PARADISE,train
38625,train\WILSONS BIRD OF PARADISE\046.jpg,WILSONS BIRD OF PARADISE,train
38626,train\WILSONS BIRD OF PARADISE\047.jpg,WILSONS BIRD OF PARADISE,train
38627,train\WILSONS BIRD OF PARADISE\048.jpg,WILSONS BIRD OF PARADISE,train
38628,train\WILSONS BIRD OF PARADISE\049.jpg,WILSONS BIRD OF PARADISE,train
38629,train\WILSONS BIRD OF PARADISE\050.jpg,WILSONS BIRD OF PARADISE,train
38630,train\WILSONS BIRD OF PARADISE\051.jpg,WILSONS BIRD OF PARADISE,train
38631,train\WILSONS BIRD OF PARADISE\052.jpg,WILSONS BIRD OF PARADISE,train
38632,train\WILSONS BIRD OF PARADISE\053.jpg,WILSONS BIRD OF PARADISE,train
38633,train\WILSONS BIRD OF PARADISE\054.jpg,WILSONS BIRD OF PARADISE,train
38634,train\WILSONS BIRD OF PARADISE\055.jpg,WILSONS BIRD OF PARADISE,train
38635,train\WILSONS BIRD OF PARADISE\056.jpg,WILSONS BIRD OF PARADISE,train
38636,train\WILSONS BIRD OF PARADISE\057.jpg,WILSONS BIRD OF PARADISE,train
38637,train\WILSONS BIRD OF PARADISE\058.jpg,WILSONS BIRD OF PARADISE,train
38638,train\WILSONS BIRD OF PARADISE\059.jpg,WILSONS BIRD OF PARADISE,train
38639,train\WILSONS BIRD OF PARADISE\060.jpg,WILSONS BIRD OF PARADISE,train
38640,train\WILSONS BIRD OF PARADISE\061.jpg,WILSONS BIRD OF PARADISE,train
38641,train\WILSONS BIRD OF PARADISE\062.jpg,WILSONS BIRD OF PARADISE,train
38642,train\WILSONS BIRD OF PARADISE\063.jpg,WILSONS BIRD OF PARADISE,train
38643,train\WILSONS BIRD OF PARADISE\064.jpg,WILSONS BIRD OF PARADISE,train
38644,train\WILSONS BIRD OF PARADISE\065.jpg,WILSONS BIRD OF PARADISE,train
38645,train\WILSONS BIRD OF PARADISE\066.jpg,WILSONS BIRD OF PARADISE,train
38646,train\WILSONS BIRD OF PARADISE\067.jpg,WILSONS BIRD OF PARADISE,train
38647,train\WILSONS BIRD OF PARADISE\068.jpg,WILSONS BIRD OF PARADISE,train
38648,train\WILSONS BIRD OF PARADISE\069.jpg,WILSONS BIRD OF PARADISE,train
38649,train\WILSONS BIRD OF PARADISE\070.jpg,WILSONS BIRD OF PARADISE,train
38650,train\WILSONS BIRD OF PARADISE\071.jpg,WILSONS BIRD OF PARADISE,train
38651,train\WILSONS BIRD OF PARADISE\072.jpg,WILSONS BIRD OF PARADISE,train
38652,train\WILSONS BIRD OF PARADISE\073.jpg,WILSONS BIRD OF PARADISE,train
38653,train\WILSONS BIRD OF PARADISE\074.jpg,WILSONS BIRD OF PARADISE,train
38654,train\WILSONS BIRD OF PARADISE\075.jpg,WILSONS BIRD OF PARADISE,train
38655,train\WILSONS BIRD OF PARADISE\076.jpg,WILSONS BIRD OF PARADISE,train
38656,train\WILSONS BIRD OF PARADISE\077.jpg,WILSONS BIRD OF PARADISE,train
38657,train\WILSONS BIRD OF PARADISE\078.jpg,WILSONS BIRD OF PARADISE,train
38658,train\WILSONS BIRD OF PARADISE\079.jpg,WILSONS BIRD OF PARADISE,train
38659,train\WILSONS BIRD OF PARADISE\080.jpg,WILSONS BIRD OF PARADISE,train
38660,train\WILSONS BIRD OF PARADISE\081.jpg,WILSONS BIRD OF PARADISE,train
38661,train\WILSONS BIRD OF PARADISE\082.jpg,WILSONS BIRD OF PARADISE,train
38662,train\WILSONS BIRD OF PARADISE\083.jpg,WILSONS BIRD OF PARADISE,train
38663,train\WILSONS BIRD OF PARADISE\084.jpg,WILSONS BIRD OF PARADISE,train
38664,train\WILSONS BIRD OF PARADISE\085.jpg,WILSONS BIRD OF PARADISE,train
38665,train\WILSONS BIRD OF PARADISE\086.jpg,WILSONS BIRD OF PARADISE,train
38666,train\WILSONS BIRD OF PARADISE\087.jpg,WILSONS BIRD OF PARADISE,train
38667,train\WILSONS BIRD OF PARADISE\088.jpg,WILSONS BIRD OF PARADISE,train
38668,train\WILSONS BIRD OF PARADISE\089.jpg,WILSONS BIRD OF PARADISE,train
38669,train\WILSONS BIRD OF PARADISE\090.jpg,WILSONS BIRD OF PARADISE,train
38670,train\WILSONS BIRD OF PARADISE\091.jpg,WILSONS BIRD OF PARADISE,train
38671,train\WILSONS BIRD OF PARADISE\092.jpg,WILSONS BIRD OF PARADISE,train
38672,train\WILSONS BIRD OF PARADISE\093.jpg,WILSONS BIRD OF PARADISE,train
38673,train\WILSONS BIRD OF PARADISE\094.jpg,WILSONS BIRD OF PARADISE,train
38674,train\WILSONS BIRD OF PARADISE\095.jpg,WILSONS BIRD OF PARADISE,train
38675,train\WILSONS BIRD OF PARADISE\096.jpg,WILSONS BIRD OF PARADISE,train
38676,train\WILSONS BIRD OF PARADISE\097.jpg,WILSONS BIRD OF PARADISE,train
38677,train\WILSONS BIRD OF PARADISE\098.jpg,WILSONS BIRD OF PARADISE,train
38678,train\WILSONS BIRD OF PARADISE\099.jpg,WILSONS BIRD OF PARADISE,train
38679,train\WILSONS BIRD OF PARADISE\100.jpg,WILSONS BIRD OF PARADISE,train
38680,train\WILSONS BIRD OF PARADISE\101.jpg,WILSONS BIRD OF PARADISE,train
38681,train\WILSONS BIRD OF PARADISE\102.jpg,WILSONS BIRD OF PARADISE,train
38682,train\WILSONS BIRD OF PARADISE\103.jpg,WILSONS BIRD OF PARADISE,train
38683,train\WILSONS BIRD OF PARADISE\104.jpg,WILSONS BIRD OF PARADISE,train
38684,train\WILSONS BIRD OF PARADISE\105.jpg,WILSONS BIRD OF PARADISE,train
38685,train\WILSONS BIRD OF PARADISE\106.jpg,WILSONS BIRD OF PARADISE,train
38686,train\WILSONS BIRD OF PARADISE\108.jpg,WILSONS BIRD OF PARADISE,train
38687,train\WILSONS BIRD OF PARADISE\109.jpg,WILSONS BIRD OF PARADISE,train
38688,train\WILSONS BIRD OF PARADISE\110.jpg,WILSONS BIRD OF PARADISE,train
38689,train\WILSONS BIRD OF PARADISE\111.jpg,WILSONS BIRD OF PARADISE,train
38690,train\WILSONS BIRD OF PARADISE\112.jpg,WILSONS BIRD OF PARADISE,train
38691,train\WILSONS BIRD OF PARADISE\113.jpg,WILSONS BIRD OF PARADISE,train
38692,train\WILSONS BIRD OF PARADISE\114.jpg,WILSONS BIRD OF PARADISE,train
38693,train\WILSONS BIRD OF PARADISE\115.jpg,WILSONS BIRD OF PARADISE,train
38694,train\WILSONS BIRD OF PARADISE\116.jpg,WILSONS BIRD OF PARADISE,train
38695,train\WILSONS BIRD OF PARADISE\117.jpg,WILSONS BIRD OF PARADISE,train
38696,train\WILSONS BIRD OF PARADISE\118.jpg,WILSONS BIRD OF PARADISE,train
38697,train\WILSONS BIRD OF PARADISE\119.jpg,WILSONS BIRD OF PARADISE,train
38698,train\WILSONS BIRD OF PARADISE\120.jpg,WILSONS BIRD OF PARADISE,train
38699,train\WILSONS BIRD OF PARADISE\121.jpg,WILSONS BIRD OF PARADISE,train
38700,train\WILSONS BIRD OF PARADISE\122.jpg,WILSONS BIRD OF PARADISE,train
38701,train\WILSONS BIRD OF PARADISE\123.jpg,WILSONS BIRD OF PARADISE,train
38702,train\WILSONS BIRD OF PARADISE\124.jpg,WILSONS BIRD OF PARADISE,train
